Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDM39,6.42,0,0.053553794,4,178.6002,9,4,1,0,1,3582.0040000000004
NCY41,16.75,0,0.075889215,8,37.6532,7,5,1,1,1,575.2512
NCL31,7.39,0,0.120280989,11,142.747,8,2,2,0,1,3149.2340000000004
NCJ31,19.2,0,0.182653772,11,243.0196,8,2,2,0,1,3374.2744
FDO23,12.857645184135976,0,0.25637539,1,94.8436,4,0,2,0,0,567.2616
FDN56,5.46,1,0.10703694300000001,6,144.2786,6,6,2,1,1,288.9572
FDF04,17.5,0,0.0,5,258.3304,1,1,0,2,1,3358.2952
FDJ44,12.3,1,0.10623876800000001,6,176.1396,1,1,0,2,1,3663.2316
FDS50,17.0,0,0.055545797,4,220.5114,7,5,1,1,1,5321.0736
NCQ41,12.857645184135976,0,0.019386056999999998,8,194.5794,5,0,1,2,3,3511.4292
FDA49,19.7,0,0.064921764,3,88.1198,8,2,2,0,1,1744.396
NCZ06,19.6,0,0.094694278,9,254.9698,2,7,1,1,1,2536.698
NCM43,14.5,0,0.019554705,11,162.421,3,8,1,2,2,1957.4520000000002
FDH19,19.35,0,0.033060937,10,172.4738,1,1,0,2,1,1911.5118
FDS15,9.195,1,0.078181964,10,106.7596,9,4,1,0,1,4098.6648
FDO50,16.25,0,0.0,3,90.2804,3,8,1,2,2,1653.8472
FDJ20,20.7,1,0.100583009,6,123.5388,3,8,1,2,2,1981.4208
NCI31,20.0,0,0.136124989,11,38.319,0,3,1,2,0,146.476
FDU20,12.857645184135976,1,0.021353642000000003,6,122.1098,5,0,1,2,3,3374.2744
DRK13,11.8,0,0.115167579,14,199.8084,8,2,2,0,1,2380.9008
DRJ24,11.8,0,0.113559058,14,184.2924,7,5,1,1,1,1850.924
FDI20,19.1,0,0.038641968,6,212.1586,7,5,1,1,1,5909.6408
FDF10,15.5,1,0.157246634,13,145.6418,7,5,1,1,1,2207.127
FDQ45,9.5,1,0.010917052,13,185.3608,8,2,2,0,1,2021.3688
FDQ10,12.85,0,0.033172957,13,172.0422,6,6,2,1,1,5345.7082
FDM36,11.65,1,0.05871972599999999,0,171.1422,6,6,2,1,1,2931.5174
FDN12,15.6,0,0.0,0,111.8544,3,8,1,2,2,1454.1072
FDD50,18.85,0,0.141524348,3,168.4132,1,1,0,2,1,2874.9244
FDG17,6.865,1,0.035895934,5,244.4486,9,4,1,0,1,6353.0636
FDY58,11.65,0,0.039980643999999996,13,227.3694,9,4,1,0,1,4567.388
NCK29,12.857645184135976,0,0.0,8,123.473,4,0,2,0,0,369.519
FDM32,20.5,0,0.0,6,90.883,0,3,1,2,0,89.883
FDL46,20.35,0,0.054056927000000005,13,116.8466,8,2,2,0,1,2356.9320000000002
FDC51,10.895,1,0.009636821,4,121.87299999999999,9,4,1,0,1,2463.46
FDF16,7.3,0,0.086266286,5,147.2076,9,4,1,0,1,1921.4988
NCV54,11.1,0,0.033081388999999996,9,116.5124,1,1,0,2,1,1066.6116
FDE35,7.06,1,0.043989429000000004,15,60.2904,7,5,1,1,1,644.4944
FDA23,9.8,0,0.047178116,0,99.4016,6,6,2,1,1,2428.8384
FDI46,9.5,0,0.074496043,13,251.9724,7,5,1,1,1,2516.724
FDZ21,17.6,1,0.039189221,13,97.34100000000001,1,1,0,2,1,965.41
DRK13,11.8,0,0.115819014,14,198.3084,2,7,1,1,1,4563.3932
FDX36,9.695,1,0.129008866,0,226.9404,2,7,1,1,1,2700.4848
FDY22,16.5,1,0.160371305,13,143.9128,3,8,1,2,2,1581.9408
FDR32,12.857645184135976,1,0.085392428,6,226.7694,5,0,1,2,3,6165.9738
DRF25,9.0,0,0.038925251,14,34.919000000000004,8,2,2,0,1,476.04699999999997
FDK20,12.6,1,0.041557653,6,124.5072,8,2,2,0,1,2450.144
DRI11,12.857645184135976,0,0.060237465,7,115.9834,4,0,2,0,0,345.5502
FDH05,14.35,1,0.091098018,5,233.5984,7,5,1,1,1,1853.5872
FDA46,13.6,0,0.11787402400000001,13,193.6136,7,5,1,1,1,4471.5128
DRD24,13.85,0,0.030795085,14,143.3154,8,2,2,0,1,1985.4156
FDL39,16.1,1,0.063689583,4,181.9318,2,7,1,1,1,5954.2494
FDD52,18.25,1,0.184041545,4,110.15700000000001,3,8,1,2,2,1867.569
FDR55,12.15,1,0.13283066,6,190.6872,2,7,1,1,1,2269.0464
DRI13,15.35,0,0.020441939,14,216.4508,2,7,1,1,1,5426.27
FDG31,12.857645184135976,0,0.037712875,10,64.4826,5,0,1,2,3,2518.7214
FDP04,15.35,0,0.013840783999999998,5,65.2168,7,5,1,1,1,958.752
FDH35,18.25,0,0.060198496,15,162.9526,1,1,0,2,1,1151.1682
NCB42,11.8,0,0.008559556999999999,8,117.2492,6,6,2,1,1,2432.8332
FDQ14,9.27,0,0.061883352999999995,4,147.905,9,4,1,0,1,1647.855
FDI19,12.857645184135976,0,0.052085615,10,242.8512,5,0,1,2,3,5816.4288
FDJ55,12.8,1,0.039385992,10,224.8404,0,3,1,2,0,1575.2828
DRN59,15.0,0,0.064241345,7,45.206,9,4,1,0,1,792.302
NCR06,12.5,0,0.006759519,9,42.8112,1,1,0,2,1,639.168
NCF42,17.35,0,0.16724376900000001,9,176.2712,1,1,0,2,1,2988.1104
FDG24,7.975,0,0.01469075,0,84.725,3,8,1,2,2,1747.725
FDB58,10.5,1,0.013551445,13,142.0154,3,8,1,2,2,2410.8618
FDQ56,12.857645184135976,0,0.105085956,6,82.3908,5,0,1,2,3,3691.1952
NCV41,14.35,0,0.017038776999999998,8,112.5228,8,2,2,0,1,1989.4104
FDW19,12.35,1,0.038718195,6,110.65700000000001,2,7,1,1,1,2087.283
FDO56,10.195,1,0.075291577,6,119.1808,0,3,1,2,0,351.5424
FDI41,18.5,1,0.0,5,148.7418,7,5,1,1,1,2501.4106
FDN10,11.5,0,0.0,13,119.5124,3,8,1,2,2,829.5868
FDY20,12.5,1,0.08208578700000001,6,92.2488,3,8,1,2,2,1358.2320000000002
DRM37,12.857645184135976,0,0.09593100199999999,14,198.5768,5,0,1,2,3,6897.688
FDV34,10.695,1,0.011448628999999998,13,72.9038,7,5,1,1,1,1034.6532
NCX18,14.15,0,0.00879232,9,195.011,6,6,2,1,1,1964.11
FDY10,17.6,0,0.049167388,13,114.9176,7,5,1,1,1,1946.7992
NCZ17,12.857645184135976,0,0.079046992,8,39.8506,5,0,1,2,3,1480.0734
FDT12,6.215,1,0.049580407,0,227.4062,1,1,0,2,1,5191.2426
FDD57,18.1,0,0.022399592000000003,6,96.0094,8,2,2,0,1,1808.9786
FDK45,11.65,0,0.033926852,12,111.586,7,5,1,1,1,3395.58
FDJ57,7.42,1,0.021617397000000003,12,185.0582,7,5,1,1,1,5201.2296
NCI31,20.0,0,0.0814536,11,36.819,9,4,1,0,1,768.9989999999999
FDZ48,17.75,0,0.07607772,0,112.4544,9,4,1,0,1,2348.9424
FDI16,14.0,1,0.135775701,5,54.56399999999999,8,2,2,0,1,1597.92
FDZ31,15.35,1,0.0,6,193.0504,9,4,1,0,1,2492.7552
DRG15,6.13,0,0.076891526,4,61.5536,7,5,1,1,1,796.2968
FDX36,9.695,1,0.128543405,0,226.5404,7,5,1,1,1,4500.808
FDD40,20.25,1,0.014793357,4,191.5162,8,2,2,0,1,3078.6592
FDA04,12.857645184135976,1,0.066406853,5,259.7962,5,0,1,2,3,5697.9164
FDL21,15.85,1,0.0071404680000000005,13,40.848,1,1,0,2,1,679.1160000000001
FDS21,19.85,1,0.020858778999999997,13,62.8194,1,1,0,2,1,928.791
DRF23,4.61,0,0.123346085,7,172.5396,2,7,1,1,1,3663.2316
FDM46,7.365,0,0.159937597,13,93.912,6,6,2,1,1,1304.968
DRG49,12.857645184135976,0,0.067128641,14,242.8486,5,0,1,2,3,3420.8804
FDG26,18.85,0,0.042736348,3,255.933,7,5,1,1,1,3844.995
FDR51,12.857645184135976,1,0.172629683,10,148.4708,5,0,1,2,3,3761.77
FDV39,11.3,0,0.007278511999999999,10,196.7426,6,6,2,1,1,2768.3964
FDC39,7.405,0,0.0,4,205.7296,2,7,1,1,1,4570.0512
FDP45,15.7,1,0.03079807,13,252.9724,2,7,1,1,1,3020.0688
FDC56,7.72,0,0.12152072,6,118.244,8,2,2,0,1,958.752
FDK38,6.65,0,0.053591345,3,149.7734,2,7,1,1,1,2375.5744
NCJ29,10.6,0,0.035163639,8,84.4224,1,1,0,2,1,852.2239999999999
NCF19,12.857645184135976,0,0.061470857999999996,9,48.6034,4,0,2,0,0,145.8102
FDG59,15.85,0,0.043226398,15,37.5164,6,6,2,1,1,270.3148
FDE59,12.15,0,0.062640143,15,36.6532,2,7,1,1,1,251.6724
FDB04,11.35,1,0.06358394,4,89.4856,2,7,1,1,1,1142.5128
NCK05,20.1,0,0.077389797,8,60.8536,1,1,0,2,1,1347.5792
FDR03,15.7,1,0.00878535,10,204.998,2,7,1,1,1,5366.348000000001
FDQ03,12.857645184135976,1,0.136592891,10,238.0248,4,0,2,0,0,711.0744
FDC59,16.7,1,0.054937907,15,64.2168,2,7,1,1,1,1661.8368
DRB13,6.115,1,0.007084185,14,191.153,2,7,1,1,1,3415.554
NCE54,20.7,0,0.027052013,9,73.9354,2,7,1,1,1,1655.1788
FDC10,9.8,1,0.072863893,13,118.6098,6,6,2,1,1,843.5686
FDR46,12.857645184135976,0,0.244102315,13,148.076,4,0,2,0,0,146.476
FDA10,20.35,0,0.141789197,13,121.9072,6,6,2,1,1,1347.5792
FDP23,12.857645184135976,0,0.035414528,1,218.2166,5,0,1,2,3,3701.1822
FDJ41,6.85,0,0.022864238,5,260.0594,1,1,0,2,1,6018.1662
FDL46,20.35,0,0.054011943,13,116.5466,1,1,0,2,1,1885.5456
FDX33,9.195,1,0.117462619,13,158.9578,6,6,2,1,1,2246.4092
NCL29,9.695,0,0.11411658,8,158.8604,9,4,1,0,1,4436.8912
FDE16,12.857645184135976,0,0.046124444,5,206.7954,4,0,2,0,0,833.5816
FDM57,11.65,1,0.075849167,13,85.1908,8,2,2,0,1,2181.1608
FDZ36,6.035,1,0.065729039,0,188.324,1,1,0,2,1,1491.392
NCW42,18.2,0,0.097865088,9,221.8456,0,3,1,2,0,884.1824
NCI54,12.857645184135976,0,0.058827582999999996,9,110.4912,4,0,2,0,0,436.7648
DRK01,7.63,0,0.061313057000000004,14,93.3436,3,8,1,2,2,1323.6104
FDX10,6.385,1,0.123961415,13,33.2874,7,5,1,1,1,141.1496
FDO46,9.6,1,0.014270393999999999,13,187.3872,3,8,1,2,2,2647.2208
FDD16,20.5,0,0.060847634000000005,5,75.0696,0,3,1,2,0,149.1392
FDZ20,12.857645184135976,0,0.0,6,253.0356,5,0,1,2,3,11445.101999999999
NCI18,18.35,0,0.014103353999999999,9,225.4746,2,7,1,1,1,1346.2476
DRI25,19.6,0,0.033901442000000004,14,56.2614,8,2,2,0,1,773.6596
FDY44,14.15,1,0.024454052,6,197.21099999999998,7,5,1,1,1,3731.809
FDW38,12.857645184135976,1,0.0,4,55.9298,4,0,2,0,0,107.8596
FDY33,12.857645184135976,1,0.096730427,13,159.0262,5,0,1,2,3,5887.6694
DRH51,17.6,0,0.097198194,4,89.8856,6,6,2,1,1,351.5424
FDT32,19.0,1,0.066005186,6,188.4214,2,7,1,1,1,2826.321
FDI50,8.42,1,0.030890617999999998,3,228.7352,9,4,1,0,1,5954.9152
FDB60,9.3,0,0.028498354,0,195.8136,1,1,0,2,1,2332.9632
FDP09,19.75,0,0.033883448,13,213.2902,6,6,2,1,1,4247.804
FDA20,6.78,0,0.06656564400000001,6,185.324,1,1,0,2,1,3914.9040000000005
NCX05,12.857645184135976,0,0.169943195,8,116.2492,4,0,2,0,0,115.8492
DRF37,17.25,0,0.0,14,263.591,7,5,1,1,1,788.9730000000001
FDJ26,15.3,1,0.08476519199999999,3,215.0218,8,2,2,0,1,1923.4962
FDZ25,15.7,1,0.027617046,3,168.27900000000002,8,2,2,0,1,4074.696
FDZ58,17.85,0,0.052166995,13,121.7072,6,6,2,1,1,2817.6656
FDZ50,12.857645184135976,1,0.0,4,184.2608,5,0,1,2,3,6064.1064
NCG18,15.3,0,0.038460297000000004,9,104.0332,0,3,1,2,0,205.0664
FDZ56,16.25,0,0.025789175,6,166.9474,7,5,1,1,1,2863.6058
FDH50,15.0,1,0.161301097,3,185.1266,1,1,0,2,1,2213.1192
DRO35,13.85,0,0.034640466,7,116.1492,7,5,1,1,1,1274.3412
DRH51,12.857645184135976,0,0.0,4,89.1856,5,0,1,2,3,2109.2544
FDS19,13.8,1,0.064307102,6,77.3012,9,4,1,0,1,1593.9252
NCM06,7.475,0,0.076036381,9,153.9656,3,8,1,2,2,2625.9152
FDP52,18.7,1,0.071091591,5,228.601,2,7,1,1,1,4823.721
FDK02,12.5,0,0.187841082,3,119.244,0,3,1,2,0,119.844
FDG59,15.85,0,0.043234574000000005,15,38.3164,8,2,2,0,1,540.6296
FDN20,12.857645184135976,0,0.026055106,6,169.5474,5,0,1,2,3,4211.185
FDO57,20.75,0,0.109153001,13,161.3578,3,8,1,2,2,4492.8184
NCJ30,5.82,0,0.08062523,9,168.37900000000002,6,6,2,1,1,1188.453
FDQ31,5.785,1,0.09012919999999999,6,89.8856,0,3,1,2,0,175.7712
FDC05,13.1,1,0.098938169,5,195.7768,9,4,1,0,1,4138.6128
FDM08,10.1,1,0.0,6,225.1088,1,1,0,2,1,3579.3408
NCA41,16.75,0,0.032580547,8,192.1162,6,6,2,1,1,3848.324
FDK15,12.857645184135976,0,0.09793725199999999,10,98.9042,5,0,1,2,3,4960.21
FDX56,17.1,1,0.0,6,208.5638,9,4,1,0,1,5383.6588
FDT21,7.42,0,0.020391845,13,248.9092,8,2,2,0,1,2241.0828
FDQ46,7.51,0,0.103813029,13,113.7544,8,2,2,0,1,671.1264
FDS01,12.857645184135976,0,0.031069202999999997,3,179.6686,4,0,2,0,0,177.7686
FDW34,12.857645184135976,0,0.062294472999999996,13,242.417,4,0,2,0,0,486.034
FDX07,19.2,1,0.022914478,6,181.195,6,6,2,1,1,2380.235
FDN13,18.6,0,0.152058281,2,99.9358,8,2,2,0,1,201.0716
NCP02,7.105,0,0.044991294,9,59.2562,3,8,1,2,2,651.8182
FDT48,4.92,0,0.046214970999999994,0,199.8084,2,7,1,1,1,3968.1679999999997
FDZ49,11.0,1,0.13312044,3,221.5798,6,6,2,1,1,4187.2162
NCJ17,7.68,0,0.255348289,8,84.4224,0,3,1,2,0,170.4448
FDB17,13.15,0,0.036879538999999996,5,181.3976,2,7,1,1,1,3078.6592
FDP48,7.52,1,0.044202545,0,182.995,3,8,1,2,2,4394.28
FDI53,8.895,1,0.137858955,5,162.1236,9,4,1,0,1,2577.9776
FDW02,4.805,1,0.037668051,4,126.7704,1,1,0,2,1,2628.5784
FDL20,12.857645184135976,0,0.224837308,6,112.7886,4,0,2,0,0,222.3772
FDV32,7.785,0,0.089069748,6,62.751000000000005,3,8,1,2,2,1707.777
FDG38,8.975,1,0.053027397999999996,3,86.0224,2,7,1,1,1,1278.336
NCB31,12.857645184135976,0,0.118099673,9,262.89099999999996,5,0,1,2,3,5522.811
FDF52,9.3,0,0.0,5,182.9292,2,7,1,1,1,4013.4424
FDB15,10.895,0,0.137023446,4,263.7568,9,4,1,0,1,7646.0472
FDO48,15.0,1,0.026950104,0,220.9456,3,8,1,2,2,1768.3648
NCR53,12.15,0,0.0,8,224.4404,3,8,1,2,2,5626.01
FDF56,16.7,1,0.119362812,6,180.3976,1,1,0,2,1,3078.6592
FDL57,15.1,1,0.067350054,13,257.3304,3,8,1,2,2,3874.9559999999997
NCC31,8.02,0,0.0,9,157.7972,1,1,0,2,1,1713.7692
FDE33,19.35,1,0.049712775,6,78.2644,9,4,1,0,1,1492.7236
FDV52,20.7,1,0.12220809099999999,5,119.7466,2,7,1,1,1,4006.7844
FDR46,12.857645184135976,0,0.138742518,13,147.476,5,0,1,2,3,3368.948
DRE12,4.59,0,0.070780558,14,114.586,8,2,2,0,1,1245.046
FDD57,18.1,0,0.037492325,6,95.5094,0,3,1,2,0,95.2094
NCS41,12.85,0,0.053527105,8,185.1608,9,4,1,0,1,2388.8904
NCY41,16.75,0,0.076164013,8,34.0532,2,7,1,1,1,575.2512
FDV22,14.85,1,0.009995002,13,154.463,2,7,1,1,1,3755.112
FDF12,8.235,0,0.08259502,0,149.1076,7,5,1,1,1,1182.4608
FDM13,6.425,0,0.063122753,2,131.3626,1,1,0,2,1,262.3252
FDQ56,6.59,0,0.105597316,6,83.4908,8,2,2,0,1,1342.2528
FDW55,12.857645184135976,1,0.021863506,6,247.0092,5,0,1,2,3,5478.2024
NCT29,12.857645184135976,0,0.063800266,8,123.0414,5,0,1,2,3,4629.9732
NCX42,6.36,0,0.006012413,9,163.0526,2,7,1,1,1,1644.526
FDR24,17.35,1,0.06320719799999999,0,89.383,2,7,1,1,1,1258.362
NCS42,8.6,0,0.069809115,9,90.5146,2,7,1,1,1,729.7168
FDL40,17.7,0,0.011660463000000001,5,96.541,3,8,1,2,2,2220.4429999999998
FDD47,7.6,1,0.142410775,15,171.9448,8,2,2,0,1,3749.7856
DRE03,19.6,0,0.024226902,4,48.7718,8,2,2,0,1,236.359
NCM18,12.857645184135976,0,0.082440705,9,61.3194,5,0,1,2,3,2043.3402
FDF52,9.3,0,0.066918731,5,184.2292,7,5,1,1,1,1641.8628
NCG43,20.2,0,0.07439000700000001,9,91.4462,7,5,1,1,1,1943.4702
FDE20,11.35,1,0.005530516,6,171.179,8,2,2,0,1,4923.590999999999
FDI33,16.5,0,0.028579565,13,90.3146,2,7,1,1,1,2554.0088
NCT06,17.1,0,0.038705317,9,165.0842,1,1,0,2,1,2320.9788
FDY24,4.88,1,0.0,0,53.1298,6,6,2,1,1,808.947
FDZ33,10.195,0,0.10800453199999999,13,148.7076,2,7,1,1,1,1330.2684
FDJ55,12.8,1,0.023626808,10,223.2404,3,8,1,2,2,2475.4444
FDE45,12.857645184135976,0,0.070660449,6,180.4002,4,0,2,0,0,716.4008
FDD44,8.05,1,0.078719835,6,258.5646,3,8,1,2,2,3091.9752
FDD10,20.6,1,0.046208155,13,178.0344,3,8,1,2,2,1605.9096
FDA39,6.32,0,0.012769753,10,39.9822,3,8,1,2,2,78.5644
FDB36,5.465,1,0.048486800999999996,0,131.2626,1,1,0,2,1,3410.2276
FDK52,18.25,0,0.132596101,5,226.2062,0,3,1,2,0,677.1186
FDJ36,14.5,1,0.128459481,0,102.0332,9,4,1,0,1,2050.6639999999998
NCB55,15.7,0,0.161317495,9,57.5562,3,8,1,2,2,829.5868
NCK18,9.6,0,0.011211251,9,166.9184,0,3,1,2,0,660.4736
FDX27,20.7,1,0.11429451199999999,4,94.9436,9,4,1,0,1,1229.0668
FDB08,6.055,0,0.031103357,6,159.9578,8,2,2,0,1,2727.7826
FDX43,5.655,0,0.08527498800000001,6,165.05,8,2,2,0,1,2330.3
FDA20,6.78,0,0.066892471,6,186.424,3,8,1,2,2,1304.968
FDC04,12.857645184135976,0,0.078764059,4,241.3854,4,0,2,0,0,483.3708
FDG17,6.865,1,0.036042938999999996,5,244.4486,2,7,1,1,1,4153.9262
FDU58,6.61,1,0.04855968,13,188.4898,0,3,1,2,0,187.0898
FDP24,12.857645184135976,0,0.082602127,0,120.9756,5,0,1,2,3,3877.6192
NCT29,12.6,0,0.064240743,8,121.9414,7,5,1,1,1,1462.0968
FDB08,6.055,0,0.031230058999999998,6,160.3578,3,8,1,2,2,1765.0358
NCB43,20.2,0,0.100114941,9,188.3898,7,5,1,1,1,3554.7062
FDL09,12.857645184135976,1,0.22417463,13,168.8816,4,0,2,0,0,167.7816
DRK49,14.15,0,0.035943717,14,40.5138,8,2,2,0,1,446.7518
FDR37,16.5,1,0.06619442,2,184.4292,1,1,0,2,1,3101.2964
FDG56,13.3,1,0.07143905099999999,6,61.0536,6,6,2,1,1,1898.8616
FDE34,9.195,0,0.108059141,13,181.7634,9,4,1,0,1,6179.9556
FDE16,12.857645184135976,0,0.026216144,5,207.5954,5,0,1,2,3,6668.6528
FDT58,9.0,0,0.085938463,13,168.6816,6,6,2,1,1,1342.2528
FDR03,15.7,1,0.008734284,10,207.898,6,6,2,1,1,3095.97
NCL30,18.1,0,0.049016517,9,128.7336,9,4,1,0,1,2173.1712
FDT22,12.857645184135976,0,0.111554381,13,59.821999999999996,5,0,1,2,3,1677.816
FDP45,15.7,1,0.030672457,13,253.1724,9,4,1,0,1,5285.1204
FDS15,9.195,1,0.07799564099999999,10,107.1596,1,1,0,2,1,2804.3496
FDF16,12.857645184135976,0,0.08571527300000001,5,146.6076,5,0,1,2,3,1773.6912
FDL13,13.85,1,0.05643278400000001,2,234.93,7,5,1,1,1,4660.6
NCV30,20.2,0,0.066200667,9,61.451,3,8,1,2,2,126.50200000000001
FDG33,12.857645184135976,1,0.24554262699999999,12,172.2764,4,0,2,0,0,171.7764
FDO10,13.65,1,0.012751700000000001,13,55.5588,8,2,2,0,1,1603.2464
FDQ03,15.0,1,0.07794933400000001,10,238.7248,1,1,0,2,1,2133.2232
NCC55,10.695,0,0.06402288099999999,9,36.0848,3,8,1,2,2,372.848
FDD52,12.857645184135976,1,0.182407266,4,109.15700000000001,5,0,1,2,3,1867.569
FDI16,14.0,1,0.136328794,5,54.864,3,8,1,2,2,319.584
FDB44,6.655,0,0.016958832,6,210.0586,8,2,2,0,1,4221.1720000000005
FDA25,16.5,1,0.068125756,3,101.199,8,2,2,0,1,1031.99
FDV33,9.6,1,0.02734361,13,257.8304,8,2,2,0,1,1808.3128
FDX47,6.55,1,0.034658144,1,155.8288,9,4,1,0,1,1099.9016
FDO50,16.25,0,0.0,3,89.8804,2,7,1,1,1,1102.5648
FDV57,15.25,1,0.065841719,13,179.86599999999999,1,1,0,2,1,2696.49
FDB02,9.695,1,0.029158762999999997,3,174.537,6,6,2,1,1,1235.059
FDD16,12.857645184135976,0,0.063649582,5,74.7696,4,0,2,0,0,74.5696
FDX02,16.0,0,0.05706009,4,225.0404,8,2,2,0,1,4950.8888
FDP11,15.85,0,0.11566015,1,218.3166,0,3,1,2,0,435.4332
FDH32,12.857645184135976,0,0.075691713,6,98.241,5,0,1,2,3,2220.4429999999998
NCL18,18.85,0,0.167844438,9,193.9136,9,4,1,0,1,3110.6176
FDT12,6.215,1,0.049722335,0,224.5062,7,5,1,1,1,4514.124
FDD50,12.857645184135976,0,0.14095631,3,167.7132,5,0,1,2,3,3889.6036
NCU05,11.8,0,0.058827557,8,80.8618,9,4,1,0,1,1288.9888
FDI56,7.325,0,0.093765794,6,90.3146,3,8,1,2,2,1733.0774
DRL11,10.5,0,0.048092816,7,159.2946,9,4,1,0,1,1893.5352
FDQ08,15.7,1,0.018968743,6,61.9536,7,5,1,1,1,1225.072
FDW20,12.857645184135976,0,0.024032484,6,124.973,5,0,1,2,3,2463.46
FDW46,13.0,1,0.070444232,13,63.4484,7,5,1,1,1,1043.9744
FDO09,13.5,1,0.125469442,13,264.491,9,4,1,0,1,6574.775
DRJ49,6.865,0,0.01405025,14,128.9652,3,8,1,2,2,1679.1476
FDP26,7.785,0,0.139436695,4,103.0306,1,1,0,2,1,2404.2038
FDO19,17.7,1,0.016593506,6,46.9034,6,6,2,1,1,972.068
NCG43,20.2,0,0.124261614,9,93.6462,0,3,1,2,0,277.6386
FDG02,7.855,0,0.011261165,3,189.5188,8,2,2,0,1,1904.1879999999999
FDO32,6.36,0,0.120520818,6,45.906000000000006,6,6,2,1,1,419.454
FDR34,17.0,1,0.015965308,13,229.4352,8,2,2,0,1,4809.7392
FDU59,5.78,0,0.09638622699999999,1,163.5552,8,2,2,0,1,1787.0072
FDN31,11.5,0,0.073029341,6,187.953,7,5,1,1,1,2656.542
FDT55,12.857645184135976,1,0.043443752999999995,6,158.1946,5,0,1,2,3,6942.9624
FDE08,18.2,0,0.049520592999999995,6,147.3734,3,8,1,2,2,2375.5744
FDK52,18.25,0,0.079152918,5,223.8062,1,1,0,2,1,4288.4178
FDW11,12.6,0,0.048741487,1,60.4194,1,1,0,2,1,990.7104
FDC03,8.575,1,0.071958197,4,195.3794,9,4,1,0,1,3511.4292
FDR43,18.2,0,0.162147349,6,37.719,3,8,1,2,2,549.285
FDL14,8.115,1,0.05382735,3,155.2972,0,3,1,2,0,311.5944
FDP39,12.65,0,0.069565759,10,52.4324,7,5,1,1,1,571.2564
FDG29,12.857645184135976,0,0.056019324,5,40.0454,5,0,1,2,3,419.454
DRH15,8.775,0,0.10991127199999999,4,41.9428,8,2,2,0,1,1537.9979999999998
FDT11,5.94,1,0.029366813,1,187.7556,6,6,2,1,1,3755.112
FDU48,18.85,0,0.055347985,0,131.5284,6,6,2,1,1,1581.9408
FDY12,9.8,1,0.0,0,49.2008,1,1,0,2,1,657.8104
FDS44,12.65,1,0.156926608,6,238.3538,2,7,1,1,1,5528.1374
NCP06,20.7,0,0.039405676,9,149.8366,3,8,1,2,2,2267.049
DRH23,14.65,0,0.17017651600000003,7,55.2614,1,1,0,2,1,718.3982
FDA16,12.857645184135976,0,0.033777628999999997,5,222.8456,5,0,1,2,3,7073.4592
FDT45,15.85,0,0.057546914000000005,13,55.8956,3,8,1,2,2,491.3604
FDE56,17.25,1,0.16009590099999998,6,61.5194,2,7,1,1,1,1052.6298
FDA40,16.0,1,0.09983272800000001,5,87.4856,2,7,1,1,1,263.6568
FDA39,6.32,0,0.012717946,10,40.2822,8,2,2,0,1,628.5152
NCB19,6.525,0,0.09027863400000001,9,86.7882,6,6,2,1,1,1975.4286
FDZ34,6.695,0,0.0,15,191.882,1,1,0,2,1,3861.64
FDV22,14.85,1,0.009958940999999999,13,157.963,7,5,1,1,1,2816.3340000000003
FDO40,17.1,0,0.032678839,5,150.7392,9,4,1,0,1,3131.9232
FDD21,10.3,1,0.0,6,115.0176,1,1,0,2,1,4122.6336
FDO36,19.7,0,0.077849003,0,179.166,1,1,0,2,1,3056.022
FDV34,10.695,1,0.011443222,13,73.5038,9,4,1,0,1,1478.076
NCY18,7.285,0,0.031214809,9,177.1054,7,5,1,1,1,2626.5809999999997
NCM54,17.7,0,0.051146565,9,127.3678,3,8,1,2,2,3306.3628
FDB59,18.25,0,0.015302653000000001,13,198.0084,9,4,1,0,1,793.6336
FDS45,5.175,1,0.04937018,13,106.7622,0,3,1,2,0,211.7244
FDV24,5.635,0,0.0,0,148.705,9,4,1,0,1,1198.44
FDD46,6.035,0,0.23643360100000002,13,155.5998,0,3,1,2,0,153.7998
FDQ39,14.8,0,0.081372267,10,191.4846,3,8,1,2,2,3057.3536
FDD52,18.25,1,0.18329488,4,111.65700000000001,8,2,2,0,1,1537.9979999999998
FDL39,16.1,1,0.06358934,4,179.4318,3,8,1,2,2,360.8636
FDV02,16.75,0,0.060792265,4,170.4106,3,8,1,2,2,513.3318
FDE11,17.7,1,0.0,15,184.3924,8,2,2,0,1,4257.1252
NCU54,8.88,0,0.098775709,9,208.92700000000002,9,4,1,0,1,7130.718000000001
FDR43,18.2,0,0.270300331,6,38.319,0,3,1,2,0,109.85700000000001
FDD51,11.15,0,0.119852889,4,44.9744,1,1,0,2,1,498.0184
FDO60,20.0,0,0.034563936,0,45.3086,2,7,1,1,1,490.6946
NCS06,7.935,0,0.031710329,9,263.091,1,1,0,2,1,5522.811
FDX50,20.1,0,0.074778547,4,110.7228,7,5,1,1,1,1657.842
FDQ55,13.65,1,0.013035608999999998,6,114.7834,6,6,2,1,1,3455.502
FDL52,6.635,1,0.046277955999999995,5,36.7506,3,8,1,2,2,75.9012
FDK52,18.25,0,0.07937949999999999,5,226.1062,7,5,1,1,1,6771.186
